,catid,coid,phesid,type,logarithm_p,r_chronotype,p_chronotype,i,true_catid
0,3,1677-0.0,1677,,0.042383268,0.000710451,0.907019725,0,3
1,3,1777-0.0,1777,,3.821967474,-0.023050158,0.000150672,1,3
2,3,1787-0.0,1787,,0.069339449,0.00113147,0.852433583,2,3
3,3,1767-0.0,1767,,1.210334385,0.011368687,0.061612044,3,3
4,3,1697-0.0,1697,,0.641058414,-0.007324435,0.22852914,4,3
5,3,1687-0.0,1687,,4.488393409,-0.025271737,3.25E-05,5,3
6,3,20022-0.0,20022,,0.43502084,0.005484183,0.367264677,6,3
7,3,130-0.0,130,,3.539717669,-0.022049159,0.000288591,7,3
8,3,129-0.0,129,,0.331670675,0.004434894,0.465939281,8,3
9,10,728-0.0,728,,3.434815685,-0.021666681,0.000367438,9,10
10,10,738-0.0,738,,0.396737307,-0.005107264,0.401109265,10,10
11,10,26427-0.0,26427,,0.833146495,0.008824458,0.146843087,11,10
12,10,26417-0.0,26417,,5.852732454,0.029339603,1.40E-06,12,10
13,10,22702-0.0,22702,,0.358309359,-0.004715322,0.438218433,13,10
14,10,24008-0.0,24008,,0.367652998,0.004811947,0.428891068,14,10
15,10,20074-0.0,20074,,0.148447613,-0.002257962,0.710480867,15,10
16,10,20075-0.0,20075,,0.414141176,-0.005280213,0.38535307,16,10
17,10,709-0.0,709,,0.836414404,-0.008848565,0.145742292,17,10
18,10,26416-0.0,26416,,5.688345325,0.028877588,2.05E-06,18,10
19,10,24502-0.0,24502,,0.265650178,-0.003705154,0.542437645,19,10
20,10,20111-0.0,20111#4,4,0.436931307,-0.005502661,0.365652623,20,10
21,10,20111-0.0,20111#101,101,0.052921783,0.000877647,0.885275034,21,10
22,10,20111-0.0,20111#11,11,0.35196719,0.004649231,0.444664859,22,10
23,10,22704-0.0,22704,,0.233007645,-0.003323682,0.584779789,23,10
24,10,20111-0.0,20111#10,10,0.087248533,-0.001399768,0.817996541,24,10
25,10,777-0.0,777,,0.253174098,-0.0035611,0.558246362,25,10
26,10,20111-0.0,20111#6,6,0.101560681,0.001608211,0.791478858,26,10
27,10,20111-0.0,20111#1,1,0.408364859,-0.005223114,0.390512681,27,10
28,10,20111-0.0,20111#12,12,0.93491593,0.009556119,0.116167347,28,10
29,10,20111-0.0,20111#13,13,0.139699747,-0.002140311,0.724936977,29,10
30,10,20111-0.0,20111#3,3,0.115457815,-0.001805874,0.766552996,30,10
31,10,24014-0.0,24014,,0.001776518,-3.11E-05,0.995917771,31,10
32,10,24003-0.0,24003,,9.963082768,0.039243222,1.09E-10,32,10
33,10,24007-0.0,24007,,6.047868702,0.029879404,8.96E-07,33,10
34,10,24005-0.0,24005,,1.914604835,0.01524902,0.012172931,34,10
35,10,24508-0.0,24508,,0.47457444,-0.005860674,0.335293829,35,10
36,10,26410-0.0,26410,,6.412987773,0.030865737,3.86E-07,36,10
37,10,26411-0.0,26411,,6.691180709,0.031597882,2.04E-07,37,10
38,10,26412-0.0,26412,,3.258348142,0.021009446,0.000551635,38,10
39,10,26413-0.0,26413,,4.369951678,0.024890029,4.27E-05,39,10
40,10,26414-0.0,26414,,2.038917314,0.01585459,0.009142873,40,10
41,10,2139-0.0,2139,,1.868825246,-0.015021052,0.013526167,41,10
42,10,2946-0.0,2946,,1.408591134,-0.01255337,0.039030927,42,10
43,10,3659-0.0,3659,,0.500644648,0.006102188,0.315758719,43,10
44,10,24501-0.0,24501,,2.060544221,0.015958023,0.008698729,44,10
45,10,24004-0.0,24004,,9.53361496,0.038322863,2.93E-10,45,10
46,10,24500-0.0,24500,,7.903535021,-0.034618107,1.25E-08,46,10
47,10,24019-0.0,24019,,7.011344975,0.03242125,9.74E-08,47,10
48,10,24018-0.0,24018,,10.43774525,0.040236906,3.65E-11,48,10
49,10,24017-0.0,24017,,10.69193001,0.040759447,2.03E-11,49,10
50,10,24016-0.0,24016,,9.817859206,0.03893434,1.52E-10,50,10
51,10,24012-0.0,24012,,1.847520593,0.014914007,0.014206249,51,10
52,10,24011-0.0,24011,,0.431048816,0.005445669,0.370639058,52,10
53,10,26415-0.0,26415,,0.651831489,-0.007413346,0.222929998,53,10
54,10,24010-0.0,24010,,1.294288069,0.01188103,0.050782249,54,10
55,10,20111-0.0,20111#9,9,2.337344589,-0.01723628,0.004598915,55,10
56,10,24006-0.0,24006,,7.335186867,0.033234514,4.62E-08,56,10
57,10,24020-0.0,24020,,0.874968896,0.009129812,0.133361694,57,10
58,10,20111-0.0,20111#8,8,1.251753431,-0.011623524,0.056007549,58,10
59,10,20110-0.0,20110#2,2,0.290865938,-0.003990093,0.51183981,59,10
60,10,20111-0.0,20111#100,100,1.20984545,0.011365654,0.061681446,60,10
61,10,24503-0.0,24503,,5.094669238,-0.027148691,8.04E-06,61,10
62,10,20118_12.0,20118_12.0,12,0.032244342,0.000546245,0.92844388,62,10
63,10,20118_16.0,20118_16.0,16,0.688236958,-0.007709247,0.205004334,63,10
64,10,20118_13.0,20118_13.0,13,0.364180852,-0.004776143,0.432333758,64,10
65,10,20118_11.0,20118_11.0,11,0.359229728,0.004724878,0.437290731,65,10
66,10,20118_8.0,20118_8.0,8,1.006989788,-0.010052296,0.098403424,66,10
67,10,20118_7.0,20118_7.0,7,3.517347225,-0.02196809,0.000303845,67,10
68,10,20118_6.0,20118_6.0,6,0.530068827,-0.006368867,0.295074155,68,10
69,10,2395_4.0,2395_4.0,4,0.476355467,-0.005877337,0.333921616,69,10
70,10,2395_3.0,2395_3.0,3,0.296008721,0.00404723,0.505814505,70,10
71,10,20110-0.0,20110#101,101,0.135145151,-0.002078435,0.732579647,71,10
72,10,2395_2.0,2395_2.0,2,0.001796497,3.15E-05,0.995871957,72,10
73,10,680_6.0,680_6.0,6,0.200312856,0.002925893,0.63050298,73,10
74,10,680_5.0,680_5.0,5,0.233107165,0.003324868,0.584645801,74,10
75,10,680_4.0,680_4.0,4,0.471606535,0.005832855,0.337593025,75,10
76,10,680_3.0,680_3.0,3,1.154474497,0.011018279,0.070068933,76,10
77,10,680_2.0,680_2.0,2,11.09487912,0.04157484,8.04E-12,77,10
78,10,680_1.0,680_1.0,1,13.97753053,-0.047009611,1.05E-14,78,10
79,10,670_4.0,670_4.0,4,0.177016102,-0.002631852,0.665248492,79,10
80,10,2395_1.0,2395_1.0,1,2.336152996,0.017230947,0.004611551,80,10
81,10,670_3.0,670_3.0,3,0.323461941,-0.004346943,0.4748299,81,10
82,10,670_2.0,670_2.0,2,5.594716683,0.028611349,2.54E-06,82,10
83,10,20118_5.0,20118_5.0,5,2.801426531,0.019217336,0.001579696,83,10
84,10,10877-0.0,10877,,0.546362396,-0.006513979,0.284208854,84,10
85,10,2149-0.0,2149,,10.00116073,0.039323826,9.97E-11,85,10
86,10,2237-0.0,2237,,20.72141256,0.057800646,1.90E-21,86,10
87,10,20110-0.0,20110#4,4,0.544231686,-0.006495104,0.285606649,87,10
88,10,20111-0.0,20111#2,2,0.718400265,-0.007949321,0.191249247,88,10
89,10,24507-0.0,24507,,8.442131191,-0.035882521,3.61E-09,89,10
90,10,1031-0.0,1031,,1.648894798,0.013884722,0.022444255,90,10
91,10,1883-0.0,1883,,0.342368166,-0.004548408,0.454602515,91,10
92,10,26428-0.0,26428,,0.150034529,0.00227914,0.707889501,92,10
93,10,26429-0.0,26429,,0.315246013,0.004258161,0.483898179,93,10
94,10,26430-0.0,26430,,0.182992224,0.002708171,0.656157014,94,10
95,10,26431-0.0,26431,,0.218406283,-0.003148076,0.604774842,95,10
96,10,26432-0.0,26432,,1.048028892,0.010327432,0.08953052,96,10
97,10,26433-0.0,26433,,0.369521318,-0.004831163,0.427049956,97,10
98,10,26434-0.0,26434,,0.643399733,0.007343812,0.227300435,98,10
99,10,24015-0.0,24015,,0.10646847,0.001678534,0.782585019,99,10
100,10,24013-0.0,24013,,0.501575481,0.006110719,0.315082672,100,10
101,10,1873-0.0,1873,,1.361340749,-0.012278783,0.04351703,101,10
102,10,24009-0.0,24009,,0.179598508,-0.002664908,0.661304522,102,10
103,10,10740-0.0,10740,,0.820304043,0.008729309,0.1512502,103,10
104,10,5057-0.0,5057,,0.353268822,-0.004662829,0.443334142,104,10
105,10,4674-0.0,4674,,0.198367657,-0.002901692,0.633333329,105,10
106,10,3669-0.0,3669,,0.008746075,0.000152008,0.980062845,106,10
107,10,2405-0.0,2405,,7.579315438,-0.033835383,2.63E-08,107,10
108,10,2385-0.0,2385,,0.048090713,0.00080143,0.895177767,108,10
109,10,2375-0.0,2375,,0.025313895,-0.000432017,0.943378785,109,10
110,10,20111-0.0,20111#5,5,1.00548611,-0.010042117,0.098744722,110,10
111,10,24506-0.0,24506,,11.70644561,-0.04278372,1.97E-12,111,10
112,10,3526-0.0,3526,,0.485884553,-0.005966074,0.32667466,112,10
113,10,24504-0.0,24504,,0.644963911,0.00735674,0.22648325,113,10
114,10,20107-0.0,20107#101,101,1.143036728,0.010945539,0.071938814,114,10
115,10,20107-0.0,20107#12,12,0.101149634,-0.001602295,0.792228325,115,10
116,10,10860-0.0,10860#2,2,0.208656308,0.003028996,0.618505679,116,10
117,10,20107-0.0,20107#9,9,0.670426895,0.007565351,0.213586159,117,10
118,10,20107-0.0,20107#3,3,0.788261206,-0.008488944,0.162831639,118,10
119,10,20107-0.0,20107#4,4,0.483702106,-0.005945811,0.32832042,119,10
120,10,20107-0.0,20107#6,6,0.272505534,0.003783426,0.53394247,120,10
121,10,20107-0.0,20107#13,13,0.376306328,-0.00490066,0.420429975,121,10
122,10,20107-0.0,20107#8,8,0.290570791,0.003986804,0.512187776,122,10
123,10,20107-0.0,20107#1,1,0.317049614,0.004277716,0.481892743,123,10
124,10,20110-0.0,20110#100,100,0.387466134,-0.005014,0.409764061,124,10
125,10,24505-0.0,24505,,1.072631883,-0.010489953,0.084599562,125,10
126,10,6160-0.0,6160#2,2,26.61796209,0.065820552,2.41E-27,126,10
127,10,20107-0.0,20107#10,10,0.072317214,-0.001176682,0.846608815,127,10
128,10,6160-0.0,6160#1,1,2.763483475,-0.019061987,0.001723918,128,10
129,10,6146-0.0,6146#3,3,0.024277604,0.000414794,0.945632513,129,10
130,10,6146-0.0,6146#1,1,0.100154641,-0.001587957,0.794045446,130,10
131,10,6139-0.0,6139#3,3,1.199314735,-0.011300184,0.063195371,131,10
132,10,6139-0.0,6139#2,2,0.196665696,-0.002880467,0.635820175,132,10
133,10,6139-0.0,6139#1,1,1.751629479,0.014424376,0.017716198,133,10
134,10,6139-0.0,6139#100,100,0.328032969,-0.00439601,0.469858439,134,10
135,10,6142-0.0,6142#7,7,1.987378195,0.015605845,0.010294892,135,10
136,10,20107-0.0,20107#100,100,0.177328985,-0.002635863,0.664769392,136,10
137,10,20110-0.0,20110#8,8,1.163293077,0.011074128,0.068660494,137,10
138,10,20110-0.0,20110#1,1,0.010585092,0.000183591,0.975921551,138,10
139,10,20110-0.0,20110#11,11,0.172502757,-0.002573792,0.672198042,139,10
140,10,10722-0.0,10722#4,4,0.044402516,0.000742756,0.902812335,140,10
141,10,10722-0.0,10722#5,5,0.069820475,0.00113879,0.851489948,141,10
142,10,10722-0.0,10722#2,2,0.518509299,0.006264824,0.303033541,142,10
143,10,10722-0.0,10722#100,100,0.203101091,-0.002960473,0.626468024,143,10
144,10,10722-0.0,10722#3,3,0.83459203,-0.008835127,0.146355137,144,10
145,10,10721-0.0,10721#1,1,1.791906543,-0.014631627,0.01614706,145,10
146,10,10860-0.0,10860#1,1,0.050419538,-0.00083826,0.890390385,146,10
147,10,10721-0.0,10721#6,6,0.033531714,-0.000567283,0.925695785,147,10
148,10,10721-0.0,10721#2,2,0.613868586,-0.007097173,0.243294008,148,10
149,10,10721-0.0,10721#3,3,0.070512857,0.001149316,0.850133524,149,10
150,10,10721-0.0,10721#100,100,0.370040494,0.004836497,0.426539746,150,10
151,10,10114-0.0,10114,,0.641139052,0.007325103,0.228486712,151,10
152,10,10105-0.0,10105,,0.009414207,0.000163497,0.978556245,152,10
153,10,6160-0.0,6160#4,4,0.030877475,0.000523846,0.931370601,153,10
154,10,6160-0.0,6160#3,3,3.230221748,-0.020903015,0.000588543,154,10
155,10,6160-0.0,6160#5,5,2.69499399,0.018778784,0.002018394,155,10
156,10,10722-0.0,10722#1,1,1.03036234,0.010209622,0.093247599,156,10
157,10,10860-0.0,10860#100,100,0.74695482,0.008172565,0.179079214,157,10
158,10,20107-0.0,20107#11,11,0.568780821,-0.006710792,0.269910127,158,10
159,10,10860-0.0,10860#3,3,0.000770025,-1.35E-05,0.998228523,159,10
160,10,20110-0.0,20110#3,3,0.343153975,0.004556698,0.453780704,160,10
161,10,20110-0.0,20110#9,9,0.533065986,0.006395694,0.293044796,161,10
162,10,20110-0.0,20110#12,12,2.345552106,0.017272976,0.004512819,162,10
163,10,6142-0.0,6142#100,100,0.840050697,0.008875338,0.144527105,163,10
164,10,6142-0.0,6142#4,4,8.628354863,0.03630995,2.35E-09,164,10
165,10,20107-0.0,20107#2,2,0.834673596,-0.008835729,0.146327652,165,10
166,10,6142-0.0,6142#5,5,2.509002492,0.017990605,0.003097402,166,10
167,10,6141-0.0,6141#7,7,0.008593488,-0.000149381,0.980407246,167,10
168,10,6141-0.0,6141#3,3,0.340741383,0.004531224,0.456308561,168,10
169,10,6141-0.0,6141#4,4,2.462637379,0.017789521,0.003446376,169,10
170,10,6141-0.0,6141#8,8,1.644258938,0.013859982,0.022685119,170,10
171,10,6141-0.0,6141#2,2,0.32537208,0.004367475,0.472746062,171,10
172,10,6141-0.0,6141#1,1,15.13676463,-0.049030092,7.30E-16,172,10
173,10,6140-0.0,6140#4,4,0.12969127,-0.002003771,0.74183741,173,10
174,10,6140-0.0,6140#6,6,0.317323696,0.004280685,0.481588717,174,10
175,10,6140-0.0,6140#2,2,0.21388103,0.003092992,0.611109409,175,10
176,10,6141-0.0,6141#6,6,0.010840609,0.000187969,0.975347535,176,10
177,10,6145-0.0,6145#1,1,3.704938136,0.022639902,0.00019727,177,10
178,10,20110-0.0,20110#6,6,0.151806515,0.002302729,0.705007091,178,10
179,10,6142-0.0,6142#6,6,0.209953935,-0.00304493,0.616660406,179,10
180,10,1845-0.0,1845,,0.736508336,-0.008091335,0.183438996,180,10
181,10,1807-0.0,1807,,0.078240412,-0.001265892,0.835140581,181,10
182,10,767-0.0,767,,0.182812864,-0.002705889,0.656428058,182,10
183,10,699-0.0,699,,2.34253985,-0.017259515,0.004544228,183,10
184,10,189-0.0,189,,9.11576584,0.03740661,7.66E-10,184,10
185,10,6-0.0,6,,0.489024866,0.005995168,0.324321048,185,10
186,10,5-0.0,5,,2.301187334,0.017073836,0.004998189,186,10
187,10,4-0.0,4,,2.343125033,0.017262131,0.004538109,187,10
188,10,3-0.0,3,,5.71153762,0.028943186,1.94E-06,188,10
189,10,670_1.0,670_1.0,1,5.436758895,-0.028156906,3.66E-06,189,10
190,10,6140-0.0,6140#5,5,0.770703393,-0.008355384,0.169549537,190,10
191,10,20110-0.0,20110#10,10,0.120794508,0.001880599,0.757191084,191,10
192,10,6145-0.0,6145#5,5,1.219461602,0.0114252,0.060330705,192,10
193,10,6145-0.0,6145#100,100,6.313755241,-0.030600611,4.86E-07,193,10
194,10,6140-0.0,6140#1,1,0.454664464,0.005672731,0.35102297,194,10
195,10,6142-0.0,6142#3,3,1.107822287,0.010719384,0.078014928,195,10
196,10,6142-0.0,6142#1,1,1.494797208,0.013042976,0.032003892,196,10
197,10,6138-0.0,6138#2,2,2.374921034,0.017403753,0.004217732,197,10
198,10,6138-0.0,6138#4,4,0.648311404,0.007384364,0.224744254,198,10
199,10,6138-0.0,6138#3,3,4.527333832,0.025396092,2.97E-05,199,10
200,10,4501-0.0,4501,,1.072375883,0.010488271,0.084649445,200,10
201,10,2159-0.0,2159,,3.857583363,0.023173722,0.000138809,201,10
202,10,1835-0.0,1835,,6.534698075,0.031188035,2.92E-07,202,10
203,10,1797-0.0,1797,,4.499732366,0.025308005,3.16E-05,203,10
204,10,6138-0.0,6138#1,1,1.848111352,-0.014916984,0.014186937,204,10
205,10,6160-0.0,6160#100,100,1.676579212,-0.014031753,0.021058178,205,10
206,10,6140-0.0,6140#3,3,0.304369344,-0.004139436,0.496170176,206,10
207,10,6140-0.0,6140#100,100,0.235617828,0.00335474,0.581275705,207,10
208,10,20110-0.0,20110#5,5,0.367671154,0.004812134,0.428873138,208,10
209,10,6146-0.0,6146#2,2,0.457452229,0.005699235,0.348776947,209,10
210,10,6146-0.0,6146#100,100,0.487730555,-0.005983186,0.32528905,210,10
211,10,6145-0.0,6145#4,4,0.623801227,-0.007180677,0.23779284,211,10
212,10,6145-0.0,6145#2,2,3.707726194,0.022649753,0.000196008,212,10
213,10,6145-0.0,6145#6,6,10.80457845,0.040988972,1.57E-11,213,10
214,10,6142-0.0,6142#2,2,6.554938179,-0.03124133,2.79E-07,214,10
215,10,6145-0.0,6145#3,3,0.642087422,0.007332955,0.227988309,215,10
216,11,1001-0.0,1001,,0.808793466,0.008643457,0.155312544,216,11
217,11,1150_2.0,1150_2.0,2,0.043255634,-0.000724424,0.905199627,217,11
218,11,796-0.0,796,,1.291948489,-0.011866973,0.051056555,218,11
219,11,1150_3.0,1150_3.0,3,2.26586458,0.016913885,0.005421699,219,11
220,11,1080-0.0,1080,,7.874388158,0.034548429,1.34E-08,220,11
221,11,6143-0.0,6143#1,1,0.12224371,-0.00190078,0.754668616,221,11
222,11,874-0.0,874,,18.4477272,-0.054397692,3.57E-19,222,11
223,11,1140-0.0,1140,,0.616775696,0.007121671,0.241670869,223,11
224,11,1210-0.0,1210,,4.880274727,0.026498873,1.32E-05,224,11
225,11,1011-0.0,1011,,2.303960604,-0.017086341,0.004966374,225,11
226,11,6143-0.0,6143#2,2,0.596035654,-0.006945814,0.253492051,226,11
227,11,6143-0.0,6143#3,3,0.661791208,0.007494988,0.217875698,227,11
228,11,806-0.0,806,,6.740833251,-0.031726889,1.82E-07,228,11
229,11,1021-0.0,1021,,0.046454188,0.000775448,0.898557373,229,11
230,11,845-0.0,845,,2.968263939,0.019887954,0.001075811,230,11
231,11,864-0.0,864,,46.08788262,-0.08723225,8.17E-47,231,11
232,11,826-0.0,826,,0.413272973,-0.00527165,0.386124205,232,11
233,11,904-0.0,904,,24.5747304,-0.063155764,2.66E-25,233,11
234,11,924-0.0,924,,15.12903999,-0.049016898,7.43E-16,234,11
235,11,943-0.0,943,,3.206723965,-0.020813733,0.000621264,235,11
236,11,971-0.0,971,,9.917227983,-0.039145944,1.21E-10,236,11
237,11,981-0.0,981,,1.504727457,-0.013098474,0.031280418,237,11
238,11,991-0.0,991,,1.302080805,-0.011927761,0.049879167,238,11
239,11,1150_1.0,1150_1.0,1,0.104973834,0.001657178,0.785282945,239,11
240,11,1070-0.0,1070,,8.552121318,0.036135557,2.80E-09,240,11
241,11,6143-0.0,6143#100,100,0.127803133,-0.001977774,0.745069639,241,11
242,11,6143-0.0,6143#4,4,0.430443594,-0.005439789,0.371155932,242,11
243,11,816-0.0,816,,1.70395034,-0.014175939,0.019771957,243,11
244,11,6164-0.0,6164#3,3,0.00030995,-5.44E-06,0.999286569,244,11
245,11,6164-0.0,6164#5,5,3.914894912,-0.023371327,0.000121648,245,11
246,11,1200-0.0,1200,,2.402170226,-0.017524357,0.003961227,246,11
247,11,6164-0.0,6164#4,4,0.067508583,0.001103549,0.856034794,247,11
248,11,2634-0.0,2634,,2.866099647,0.019479663,0.001361132,248,11
249,11,1120-0.0,1120,,6.119154311,0.030074347,7.60E-07,249,11
250,11,2624-0.0,2624,,0.552085475,-0.006564531,0.280488155,250,11
251,11,1190-0.0,1190,,1.58826166,-0.013558363,0.025807049,251,11
252,11,3426-0.0,3426,,0.414561125,-0.005284353,0.384980626,252,11
253,11,1220-0.0,1220,,0.015161525,-0.000261632,0.965691648,253,11
254,11,3637-0.0,3637,,3.829459825,-0.023076201,0.000148095,254,11
255,11,884-0.0,884,,31.03013367,-0.071237918,9.33E-32,255,11
256,11,10953-0.0,10953,,0.14356877,0.002192537,0.718507375,256,11
257,11,1110-0.0,1110,,3.626492824,0.022361153,0.000236324,257,11
258,11,1100-0.0,1100,,23.27948779,0.061407235,5.25E-24,258,11
259,11,1090-0.0,1090,,0.336390191,-0.004485126,0.460903291,259,11
260,11,104920-0.0,104920,,0.274605951,-0.003807285,0.531366351,260,11
261,11,1170-0.0,1170,,inf,-0.442364925,0,261,11
262,11,6164-0.0,6164#100,100,8.034992048,0.034930726,9.23E-09,262,11
263,11,894-0.0,894,,7.16588296,-0.032811713,6.83E-08,263,11
264,11,6164-0.0,6164#1,1,21.11152979,-0.058364879,7.74E-22,264,11
265,11,914-0.0,914,,2.175224771,-0.016497561,0.006679981,265,11
266,11,6162-0.0,6162#3,3,0.090612277,0.001449219,0.811685379,266,11
267,11,6162-0.0,6162#4,4,2.504008446,-0.017969037,0.003133225,267,11
268,11,6162-0.0,6162#100,100,0.343501131,-0.004560358,0.453418117,268,11
269,11,6162-0.0,6162#1,1,3.261772866,0.021022373,0.000547302,269,11
270,11,1130-0.0,1130,,0.823963982,0.008756494,0.149980922,270,11
271,11,6164-0.0,6164#2,2,7.471640417,-0.033571618,3.38E-08,271,11
272,11,1160-0.0,1160,,1.309814523,0.011974005,0.048998804,272,11
273,11,3647-0.0,3647,,0.535384582,-0.006416406,0.291484468,273,11
274,11,6162-0.0,6162#2,2,7.535682462,-0.033728733,2.91E-08,274,11
